Date,BAJAJ-AUTO.NS,DRREDDY.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,MARUTI.NS,SUNPHARMA.NS,TCS.NS
2021-12-09,3022.6796875,894.5088500976562,726.2271118164062,2180.5341796875,732.36474609375,1583.0592041015625,190.40122985839844,7158.6376953125,725.0355224609375,3194.765380859375
2021-12-10,3026.072509765625,894.3239135742188,724.1819458007812,2174.056396484375,735.2748413085938,1579.288818359375,190.96743774414062,7162.39990234375,726.5624389648438,3225.8544921875
2021-12-13,2990.516845703125,895.5894775390625,718.7596435546875,2147.54296875,731.3947143554688,1566.182373046875,189.7541961669922,7249.93212890625,727.7553100585938,3201.7724609375
2021-12-14,2978.031494140625,904.6918334960938,714.62158203125,2160.543212890625,735.9053955078125,1572.9151611328125,184.901123046875,7227.5068359375,721.5045166015625,3214.3232421875
2021-12-15,2980.60986328125,895.6868286132812,713.456298828125,2163.01318359375,729.697265625,1556.8011474609375,181.2209014892578,7299.6552734375,739.6842041015625,3166.91357421875
2021-12-16,2943.19970703125,895.1124877929688,713.5038452148438,2152.34228515625,718.9299926757812,1590.37548828125,180.2907257080078,7186.65771484375,729.5208740234375,3176.892333984375
2021-12-17,2876.250244140625,879.6531372070312,700.637939453125,2078.48486328125,706.4652099609375,1634.58740234375,176.28697204589844,7037.9248046875,733.8151245117188,3179.331298828125
2021-12-20,2809.345947265625,887.9765625,678.0926513671875,2114.69140625,688.6653442382812,1614.8829345703125,171.79788208007812,7028.279296875,729.0437622070312,3154.982421875
2021-12-21,2832.507080078125,899.6976928710938,685.774169921875,2118.186279296875,698.7536010742188,1626.2838134765625,171.87875366210938,7055.8173828125,742.9765625,3200.57421875
2021-12-22,2837.075927734375,905.0714721679688,687.3912963867188,2122.659423828125,710.830322265625,1638.0438232421875,171.474365234375,7160.56689453125,761.0607299804688,3220.48828125
2021-12-23,2871.681396484375,914.0861206054688,686.8681030273438,2144.093994140625,709.375244140625,1667.578369140625,175.76121520996094,7125.2646484375,756.241455078125,3248.827880859375
2021-12-24,2851.732421875,903.1536254882812,684.3948364257812,2140.64599609375,705.3012084960938,1672.8746337890625,176.32742309570312,7057.69775390625,749.5136108398438,3256.10107421875
2021-12-27,2853.5869140625,922.2830810546875,690.054931640625,2144.793212890625,713.9343872070312,1675.2535400390625,175.96343994140625,7031.076171875,757.8159790039062,3278.453857421875
2021-12-28,2873.44580078125,923.6265869140625,694.8112182617188,2151.96923828125,713.7403564453125,1694.8685302734375,177.98553466796875,7038.74462890625,777.8565673828125,3287.722900390625
2021-12-29,2951.6591796875,941.0231323242188,691.505615234375,2149.872802734375,713.6433715820312,1692.669189453125,175.3163604736328,7089.47998046875,800.4736328125,3277.21240234375
2021-12-30,2895.837646484375,954.9540405273438,695.1442260742188,2167.3466796875,713.6433715820312,1699.22216796875,174.709716796875,7024.083984375,796.322265625,3311.849365234375
2021-12-31,2939.671630859375,955.4019165039062,703.6581420898438,2199.544677734375,717.9600219726562,1694.64404296875,176.36785888671875,7163.171875,807.058349609375,3315.9296875
2022-01-03,2964.8681640625,944.917236328125,722.8025512695312,2200.6171875,741.7739868164062,1704.2493896484375,177.21713256835938,7257.16650390625,810.1598510742188,3386.357666015625
2022-01-04,2975.769775390625,941.470947265625,727.0357055664062,2237.8486328125,749.6795654296875,1704.8780517578125,178.1472930908203,7359.60205078125,799.4238891601562,3445.787353515625
2022-01-05,3038.5576171875,932.6995849609375,744.3013305664062,2251.408203125,764.423828125,1655.9530029296875,178.3899383544922,7499.7021484375,796.9426879882812,3424.676513671875
2022-01-06,3092.5244140625,922.7796020507812,732.3628540039062,2228.669189453125,761.5138549804688,1631.849609375,176.89358520507812,7602.66796875,791.6940307617188,3377.221923828125
2022-01-07,3069.27294921875,916.7340698242188,737.499755859375,2251.734619140625,769.4679565429688,1628.707763671875,176.65093994140625,7625.720703125,791.0737915039062,3418.068359375
